business_id,business_type,business_age_months,loan_amount_requested,loan_purpose,stated_annual_turnover,avg_monthly_bank_credit,turnover_bank_ratio,num_employees_stated,gst_returns_filed_last_12,gst_filing_consistency,num_companies_director_linked,any_linked_company_defaulted,address_type,num_businesses_at_same_address,address_verified,years_of_itr_filed,itr_turnover_match,existing_loans,loan_to_turnover_ratio,application_hour,is_ghost
B1598,Pvt Ltd,111,250000,working capital,8810774,677822,1.08,37.0,7,38737.11,7,1,residential,51,1,5.0,1,4,0.03,21,1
B1599,Pvt Ltd,31,2500000,working capital,15558948,971682,1.33,,2,19924.63,11,1,commercial,54,1,8.0,1,1,0.16,17,1
B1600,Proprietorship,29,500000,equipment purchase,2719369,275153,0.82,34.0,9,49585.81,5,0,residential,27,1,0.0,1,4,0.18,1,0
B1601,Pvt Ltd,36,500000,equipment purchase,13136432,1155418,0.95,22.0,3,11377.57,9,0,coworking,56,0,6.0,0,0,0.04,21,0
B1602,Pvt Ltd,47,500000,working capital,6944489,434132,1.33,48.0,3,13217.18,7,0,commercial,28,1,6.0,1,4,0.07,16,0
B1603,Pvt Ltd,105,250000,equipment purchase,9832947,969133,0.85,18.0,0,2571.62,1,0,commercial,43,1,7.0,0,0,0.03,2,0
B1604,Pvt Ltd,91,1000000,inventory,14028141,1129813,1.03,16.0,5,47023.67,1,0,commercial,12,1,0.0,1,3,0.07,20,0
B1605,Pvt Ltd,13,500000,inventory,11797549,1139506,0.86,5.0,1,22801.47,9,0,coworking,5,0,,0,4,0.04,6,0
B1606,LLP,25,100000,expansion,13215228,779227,1.41,1.0,8,33742.62,14,1,commercial,8,1,3.0,1,4,0.01,2,1
B1607,Pvt Ltd,110,100000,equipment purchase,17345168,1036726,1.39,19.0,0,34372.04,1,0,coworking,17,1,9.0,1,3,0.01,14,0
B1608,Proprietorship,67,500000,expansion,16276701,1088463,1.25,10.0,0,43725.1,3,1,commercial,8,1,4.0,1,4,0.03,3,0
B1609,Pvt Ltd,68,2500000,expansion,13875834,955755,1.21,21.0,10,33246.26,13,0,commercial,34,1,1.0,1,0,0.18,14,0
B1610,LLP,31,250000,expansion,6259951,604280,0.86,13.0,12,28101.06,5,0,commercial,23,1,1.0,1,2,0.04,2,0
B1611,Proprietorship,116,2500000,equipment purchase,12826607,1201443,0.89,24.0,9,35515.93,8,0,commercial,18,0,,1,4,0.19,10,0
B1612,LLP,84,1000000,expansion,5767872,514135,0.93,23.0,10,,1,0,residential,51,1,2.0,1,3,0.17,2,0
B1613,LLP,96,250000,inventory,6380322,654469,0.81,23.0,5,9296.4,10,0,commercial,53,1,6.0,1,3,0.04,19,0
B1614,Pvt Ltd,117,100000,expansion,13337078,942808,1.18,11.0,12,5483.35,4,1,commercial,10,1,6.0,0,2,0.01,17,0
B1615,Pvt Ltd,117,100000,inventory,19550378,2024511,0.8,47.0,0,3742.44,4,0,commercial,39,1,1.0,1,0,0.01,13,0
B1616,LLP,20,1000000,inventory,9850847,1022585,0.8,2.0,11,18702.67,9,0,virtual office,41,1,4.0,0,1,0.1,20,0
B1617,Partnership,64,100000,equipment purchase,14759089,1181410,1.04,6.0,2,24900.01,12,1,virtual office,44,1,4.0,1,0,0.01,8,1
B1618,LLP,117,250000,expansion,16931080,1067549,1.32,11.0,9,,10,0,residential,44,1,7.0,1,4,0.01,14,0
B1619,LLP,104,500000,equipment purchase,17482748,1654940,0.88,15.0,1,47901.73,13,0,coworking,5,1,7.0,0,3,0.03,7,0
B1620,Proprietorship,64,1000000,inventory,5344218,401777,1.11,9.0,12,16539.39,4,0,commercial,43,1,3.0,0,3,0.19,7,0
B1621,LLP,20,100000,working capital,6553572,642773,0.85,12.0,10,38043.7,3,0,commercial,17,1,9.0,1,0,0.02,7,0
B1622,Pvt Ltd,22,250000,expansion,7506423,499311,1.25,36.0,8,26567.88,7,0,commercial,47,1,,1,0,0.03,23,0
B1623,LLP,33,500000,equipment purchase,9999036,853008,0.98,28.0,4,11004.5,1,0,commercial,11,1,5.0,1,4,0.05,13,0
B1624,Partnership,20,500000,working capital,977563,81858,1.0,,5,30765.27,2,0,commercial,47,1,6.0,1,0,0.51,5,0
B1625,Pvt Ltd,98,1000000,expansion,9060871,573997,1.32,27.0,1,48358.81,1,0,coworking,48,1,0.0,1,2,0.11,12,0
B1626,LLP,112,100000,expansion,3522488,269470,1.09,24.0,7,6215.41,14,0,virtual office,19,1,7.0,1,2,0.03,6,1
B1627,Pvt Ltd,33,1000000,equipment purchase,17982130,1125161,1.33,14.0,5,25363.99,4,0,commercial,21,0,8.0,0,1,0.06,14,0
B1628,LLP,68,500000,working capital,5010465,408705,1.02,35.0,10,2580.42,5,0,commercial,44,1,7.0,1,3,0.1,9,0
B1629,Pvt Ltd,116,500000,equipment purchase,18776306,1886616,0.83,27.0,11,16060.81,11,0,residential,3,1,2.0,1,4,0.03,11,0
B1630,LLP,104,500000,expansion,18005882,1293606,1.16,21.0,7,31030.13,10,1,coworking,40,0,8.0,1,4,0.03,4,0
B1631,Proprietorship,75,250000,expansion,12509644,1208136,0.86,49.0,7,42052.85,5,0,commercial,56,0,9.0,1,0,0.02,21,0
B1632,Pvt Ltd,107,100000,inventory,9493526,640857,1.23,,0,36516.42,2,0,commercial,43,1,2.0,1,3,0.01,2,0
B1633,LLP,68,500000,expansion,9879583,909120,0.91,8.0,6,23142.84,11,0,coworking,1,0,3.0,1,1,0.05,4,0
B1634,Proprietorship,82,500000,expansion,5885192,612708,0.8,44.0,1,45461.14,3,0,coworking,24,1,5.0,1,1,0.08,11,0
B1635,Partnership,27,500000,working capital,19308388,1439049,1.12,44.0,10,15135.73,4,0,commercial,36,1,6.0,0,1,0.03,2,0
B1636,Pvt Ltd,27,250000,working capital,3059909,316253,0.81,,7,,10,0,commercial,59,0,7.0,1,3,0.08,20,0
B1637,Pvt Ltd,116,2500000,inventory,9601949,802764,1.0,34.0,11,23700.45,6,1,commercial,6,1,6.0,0,1,0.26,0,0
B1638,Pvt Ltd,76,500000,inventory,18212052,1350853,1.12,,1,44931.79,6,0,virtual office,10,1,2.0,1,2,0.03,16,0
B1639,Partnership,119,100000,inventory,15337972,1582245,0.81,23.0,3,39871.64,12,0,commercial,47,1,1.0,1,0,0.01,9,0
B1640,Partnership,112,250000,equipment purchase,19650900,1177780,1.39,9.0,1,45073.48,14,1,coworking,40,1,,1,1,0.01,5,0
B1641,LLP,67,1000000,equipment purchase,7035791,420277,1.4,1.0,12,10712.39,2,0,commercial,46,1,,1,2,0.14,23,0
B1642,Proprietorship,43,1000000,inventory,9414590,831541,0.94,36.0,6,33407.52,9,0,residential,34,1,,0,2,0.11,19,0
B1643,LLP,66,500000,equipment purchase,5870607,576322,0.85,46.0,4,36923.17,12,0,residential,24,1,6.0,1,4,0.09,12,1
B1644,LLP,113,2500000,expansion,9892789,948823,0.87,,12,37120.71,2,0,commercial,23,0,4.0,1,0,0.25,14,1
B1645,Pvt Ltd,43,250000,inventory,4520362,281649,1.34,,10,25200.02,2,0,commercial,20,1,5.0,1,4,0.06,22,0
B1646,Proprietorship,13,250000,inventory,18849680,1995161,0.79,18.0,12,562.53,3,0,commercial,53,1,6.0,0,3,0.01,20,0
B1647,Pvt Ltd,34,2500000,equipment purchase,16540078,1546274,0.89,34.0,10,13071.54,9,0,virtual office,38,1,8.0,0,2,0.15,1,0
B1648,Proprietorship,110,2500000,working capital,11548817,1221737,0.79,38.0,8,16165.04,14,0,commercial,35,1,9.0,0,4,0.22,20,1
B1649,Proprietorship,64,500000,inventory,5126940,383434,1.11,3.0,4,42601.83,6,0,residential,34,1,3.0,1,0,0.1,1,1
B1650,Proprietorship,12,2500000,equipment purchase,14506921,1349583,0.9,,10,42044.29,11,0,residential,46,1,5.0,0,2,0.17,16,0
B1651,Pvt Ltd,116,100000,equipment purchase,7942917,804857,0.82,19.0,7,5234.01,12,0,commercial,50,1,0.0,1,1,0.01,18,1
B1652,Pvt Ltd,73,2500000,working capital,16885460,1306200,1.08,,1,47491.79,6,1,coworking,47,1,6.0,1,0,0.15,0,1
B1653,Pvt Ltd,73,250000,inventory,3169086,337749,0.78,17.0,2,9122.87,12,0,residential,36,1,3.0,0,1,0.08,4,1
B1654,Pvt Ltd,76,100000,working capital,15294011,1094790,1.16,14.0,12,20717.97,10,0,residential,16,1,1.0,1,3,0.01,19,1
B1655,Pvt Ltd,53,250000,expansion,10996670,815007,1.12,30.0,10,,5,0,commercial,23,1,3.0,0,1,0.02,15,0
B1656,Partnership,63,250000,working capital,3081517,321555,0.8,22.0,6,43016.62,7,0,residential,44,0,7.0,1,1,0.08,21,0
B1657,LLP,50,250000,working capital,8599542,918571,0.78,43.0,9,37470.1,11,0,commercial,49,0,1.0,1,3,0.03,4,1
B1658,Pvt Ltd,75,250000,equipment purchase,15974959,1159672,1.15,48.0,7,17676.44,4,0,virtual office,1,1,0.0,1,3,0.02,22,0
B1659,Pvt Ltd,62,100000,working capital,5352033,348700,1.28,,2,34093.93,10,0,commercial,52,1,0.0,1,1,0.02,22,0
B1660,LLP,106,250000,expansion,16647237,1602897,0.87,29.0,6,9218.34,10,1,residential,9,0,6.0,1,2,0.02,9,0
B1661,LLP,107,500000,equipment purchase,16721042,1752642,0.8,2.0,7,,3,0,residential,12,1,6.0,1,2,0.03,20,0
B1662,LLP,103,250000,expansion,4693319,414743,0.94,8.0,9,18855.38,7,0,commercial,37,1,3.0,1,4,0.05,9,0
B1663,Partnership,22,250000,working capital,11273311,1015266,0.93,14.0,5,11896.83,14,0,commercial,17,1,4.0,1,4,0.02,0,0
B1664,LLP,52,1000000,expansion,14067992,1357286,0.86,,3,43815.6,10,0,commercial,3,1,4.0,0,3,0.07,8,0
B1665,Partnership,109,2500000,expansion,10196337,672831,1.26,13.0,12,33942.29,1,1,commercial,59,0,6.0,1,0,0.25,17,0
B1666,Proprietorship,20,1000000,working capital,10356570,1108223,0.78,10.0,5,13996.97,6,0,virtual office,38,0,2.0,0,1,0.1,6,1
B1667,Pvt Ltd,77,250000,working capital,5290500,404986,1.09,8.0,8,12106.04,13,0,virtual office,29,0,4.0,1,3,0.05,18,0
B1668,Partnership,18,1000000,equipment purchase,15464577,1387873,0.93,,2,897.67,11,0,commercial,31,1,6.0,0,3,0.06,21,0
B1669,Pvt Ltd,101,100000,equipment purchase,15220797,1244515,1.02,13.0,1,17329.11,11,1,commercial,35,1,6.0,1,3,0.01,15,1
B1670,Proprietorship,59,100000,inventory,19199460,1569409,1.02,26.0,4,26338.56,11,0,virtual office,59,0,8.0,1,2,0.01,20,1
B1671,Pvt Ltd,45,250000,equipment purchase,3359281,313993,0.89,32.0,6,13885.55,2,0,commercial,54,0,3.0,1,0,0.07,5,0
B1672,Proprietorship,77,1000000,working capital,15836013,1711341,0.77,19.0,2,35022.91,2,0,coworking,38,0,0.0,0,2,0.06,9,0
B1673,Proprietorship,40,250000,expansion,3469137,316684,0.91,15.0,4,20587.48,11,0,commercial,53,1,4.0,1,4,0.07,4,1
B1674,Proprietorship,71,100000,expansion,5433574,532687,0.85,2.0,3,15815.89,8,0,residential,26,1,3.0,0,3,0.02,12,1
B1675,Proprietorship,113,100000,equipment purchase,10287763,614324,1.4,37.0,10,46952.88,3,0,commercial,13,1,2.0,0,2,0.01,11,0
B1676,Pvt Ltd,54,2500000,equipment purchase,1597584,157928,0.84,19.0,6,13140.04,9,0,commercial,53,1,6.0,0,3,1.56,23,0
B1677,Pvt Ltd,72,500000,working capital,15051858,1103784,1.14,33.0,1,19912.88,4,1,commercial,57,1,,1,0,0.03,16,0
B1678,LLP,37,250000,expansion,3960762,256136,1.29,,11,19114.54,14,0,residential,19,1,3.0,1,1,0.06,1,0
B1679,Pvt Ltd,12,500000,inventory,9266011,593025,1.3,33.0,10,12059.92,6,0,commercial,32,1,5.0,1,2,0.05,4,1
B1680,LLP,118,500000,inventory,18772382,1733199,0.9,1.0,12,10873.84,1,0,residential,47,1,0.0,1,0,0.03,21,0
B1681,Pvt Ltd,32,500000,equipment purchase,10228732,1106893,0.77,39.0,6,15119.0,11,1,commercial,27,1,0.0,1,1,0.05,9,0
B1682,Partnership,90,250000,inventory,19701735,1805527,0.91,28.0,11,43211.81,10,0,commercial,58,1,2.0,1,3,0.01,0,0
B1683,LLP,15,2500000,working capital,18305728,1307957,1.17,17.0,1,38354.14,10,0,commercial,39,0,4.0,1,0,0.14,11,0
B1684,Proprietorship,69,250000,inventory,13869981,950074,1.22,6.0,2,34049.98,3,1,commercial,13,1,5.0,0,4,0.02,13,0
B1685,Pvt Ltd,28,500000,equipment purchase,7536968,637862,0.98,44.0,4,22855.15,4,1,commercial,52,1,8.0,1,1,0.07,22,0
B1686,Proprietorship,65,100000,working capital,15458036,951987,1.35,20.0,6,,5,0,commercial,34,1,8.0,1,1,0.01,7,0
B1687,Partnership,110,250000,expansion,15806328,1237633,1.06,47.0,12,13356.94,13,1,residential,58,1,9.0,1,3,0.02,16,1
B1688,LLP,96,250000,working capital,7347946,673403,0.91,,5,3715.8,1,0,coworking,19,1,0.0,1,4,0.03,10,0
B1689,LLP,115,500000,equipment purchase,10028595,1070216,0.78,12.0,12,16552.03,14,0,residential,19,0,1.0,0,2,0.05,19,1
B1690,Proprietorship,101,100000,equipment purchase,16882616,1344126,1.05,30.0,6,24779.19,4,0,commercial,3,1,7.0,1,0,0.01,1,0
B1691,Pvt Ltd,93,1000000,inventory,16528263,1129616,1.22,21.0,10,2865.65,5,0,commercial,3,0,4.0,0,3,0.06,4,0
B1692,LLP,36,250000,inventory,15988523,1586084,0.84,2.0,5,4411.67,4,0,commercial,26,0,2.0,0,4,0.02,17,0
B1693,Pvt Ltd,85,500000,expansion,3613119,345209,0.87,18.0,12,13151.26,10,0,commercial,6,1,8.0,0,1,0.14,8,0
B1694,Pvt Ltd,94,1000000,expansion,17582272,1781409,0.82,28.0,11,18354.02,10,0,commercial,13,1,1.0,0,1,0.06,8,0
B1695,Pvt Ltd,91,500000,equipment purchase,17783529,1228295,1.21,4.0,0,19665.84,7,0,commercial,46,1,6.0,0,1,0.03,9,0
B1696,Pvt Ltd,102,1000000,equipment purchase,13453283,1057090,1.06,42.0,4,5894.3,8,0,commercial,38,1,9.0,1,4,0.07,20,0
B1697,Pvt Ltd,81,500000,equipment purchase,4896850,525975,0.78,43.0,11,11291.07,10,0,commercial,27,1,7.0,0,4,0.1,20,0
B1698,Pvt Ltd,55,250000,expansion,19484026,1290533,1.26,6.0,0,13082.36,8,1,commercial,41,1,1.0,0,2,0.01,3,1
B1699,Partnership,90,1000000,equipment purchase,15736561,1446282,0.91,38.0,6,3381.74,3,0,commercial,24,1,0.0,0,0,0.06,16,0
B1700,LLP,36,250000,expansion,5407227,379547,1.19,9.0,3,16304.99,13,0,commercial,10,1,2.0,1,1,0.05,11,0
B1701,Partnership,28,500000,equipment purchase,3440322,286720,1.0,20.0,4,3611.08,5,0,residential,16,1,7.0,1,2,0.15,2,0
B1702,LLP,85,1000000,working capital,9816053,965495,0.85,45.0,0,35172.89,10,1,commercial,23,1,3.0,1,4,0.1,3,1
B1703,Pvt Ltd,90,250000,working capital,8996574,744580,1.01,30.0,7,19302.39,8,0,commercial,47,1,4.0,1,2,0.03,22,0
B1704,LLP,82,250000,equipment purchase,9065905,893965,0.85,37.0,12,16337.62,7,1,commercial,12,1,8.0,1,1,0.03,6,1
B1705,LLP,15,500000,working capital,3289608,262017,1.05,38.0,2,6326.11,14,0,commercial,28,1,3.0,1,0,0.15,22,0
B1706,Pvt Ltd,18,1000000,expansion,9594514,1039095,0.77,4.0,0,11325.18,9,0,virtual office,13,1,8.0,1,2,0.1,22,1
B1707,LLP,80,2500000,inventory,18717193,1499710,1.04,38.0,3,11635.26,13,0,commercial,18,1,5.0,0,4,0.13,10,0
B1708,Pvt Ltd,116,500000,working capital,17888000,1177071,1.27,13.0,2,49260.21,14,0,commercial,58,1,6.0,0,3,0.03,3,0
B1709,LLP,48,500000,inventory,5379932,421930,1.06,35.0,7,41767.47,7,0,residential,2,1,7.0,1,3,0.09,19,0
B1710,LLP,23,2500000,working capital,6483594,618943,0.87,30.0,8,763.11,2,0,commercial,46,1,9.0,0,2,0.39,5,1
B1711,Pvt Ltd,109,100000,expansion,18037613,1816932,0.83,42.0,11,30841.83,4,0,virtual office,17,1,,1,4,0.01,0,0
B1712,Pvt Ltd,54,250000,working capital,17016937,1384132,1.02,4.0,4,12795.5,12,0,virtual office,23,0,0.0,1,2,0.01,0,0
B1713,Proprietorship,98,1000000,working capital,9331700,821723,0.95,25.0,8,5218.85,14,0,commercial,23,1,,0,2,0.11,5,0
B1714,LLP,101,1000000,equipment purchase,3479631,349973,0.83,31.0,0,35279.99,12,0,commercial,1,1,1.0,0,3,0.29,0,1
B1715,Pvt Ltd,30,2500000,inventory,5383143,532988,0.84,,6,6580.28,8,0,residential,54,0,2.0,1,2,0.46,14,0
B1716,Partnership,31,250000,inventory,15308927,1396473,0.91,12.0,10,22187.04,9,0,coworking,43,1,0.0,0,3,0.02,0,0
B1717,Pvt Ltd,75,100000,expansion,15220542,1508122,0.84,15.0,6,31608.26,7,0,virtual office,14,1,9.0,1,4,0.01,5,0
B1718,LLP,65,250000,expansion,15339638,1336525,0.96,26.0,5,27724.74,5,0,commercial,12,0,2.0,1,4,0.02,23,0
B1719,Partnership,52,250000,inventory,18052344,1057248,1.42,10.0,3,48881.45,1,0,commercial,55,1,1.0,1,4,0.01,8,0
B1720,Pvt Ltd,105,250000,equipment purchase,12932518,781081,1.38,12.0,12,39287.13,9,0,residential,14,1,6.0,1,3,0.02,5,0
B1721,Pvt Ltd,106,1000000,equipment purchase,8115570,870993,0.78,22.0,10,38709.67,12,0,commercial,49,0,6.0,1,1,0.12,16,0
B1722,Pvt Ltd,47,100000,inventory,11650382,764066,1.27,,8,17779.77,6,0,commercial,44,1,5.0,1,1,0.01,22,0
B1723,Pvt Ltd,88,1000000,working capital,9571309,751913,1.06,21.0,2,,2,0,residential,38,1,9.0,1,1,0.1,17,0
B1724,Pvt Ltd,77,250000,inventory,15438496,1621411,0.79,35.0,10,36720.55,11,0,commercial,58,1,3.0,1,1,0.02,22,0
B1725,LLP,81,500000,working capital,5851804,398421,1.22,7.0,10,49986.6,10,0,virtual office,41,1,2.0,1,4,0.09,19,0
B1726,Pvt Ltd,115,100000,inventory,8435922,848003,0.83,18.0,0,20293.96,10,0,virtual office,44,0,6.0,1,1,0.01,0,1
B1727,LLP,81,250000,working capital,8860334,879359,0.84,27.0,1,49275.92,2,0,commercial,49,1,,1,2,0.03,15,0
B1728,Partnership,106,100000,equipment purchase,8522115,917404,0.77,35.0,2,7085.41,10,1,residential,16,1,8.0,1,3,0.01,15,1
B1729,Proprietorship,85,5000000,inventory,10137364,734121,1.15,47.0,1,14825.62,1,0,residential,34,1,9.0,1,1,0.49,0,0
B1730,LLP,74,1000000,expansion,11850398,878109,1.12,2.0,12,8536.35,12,1,commercial,18,0,7.0,0,4,0.08,6,1
B1731,Pvt Ltd,42,500000,working capital,14060514,1454943,0.81,32.0,12,23758.8,4,0,commercial,48,0,6.0,1,1,0.04,13,0
B1732,LLP,23,250000,equipment purchase,11079135,775952,1.19,15.0,6,39849.07,10,0,commercial,10,0,1.0,0,3,0.02,14,1
B1733,LLP,42,2500000,expansion,16670563,1429140,0.97,45.0,4,17033.08,11,0,coworking,19,1,9.0,0,0,0.15,5,0
B1734,LLP,20,250000,equipment purchase,7495844,702364,0.89,24.0,4,45311.45,13,1,commercial,30,1,2.0,1,0,0.03,22,1
B1735,Pvt Ltd,57,100000,working capital,2920056,210032,1.16,20.0,6,27241.52,2,0,commercial,4,0,7.0,1,4,0.03,16,0
B1736,Proprietorship,36,500000,inventory,2214185,233051,0.79,10.0,5,23271.22,10,0,commercial,7,0,,1,4,0.23,16,0
B1737,LLP,47,2500000,equipment purchase,2170411,198849,0.91,24.0,11,39351.79,11,0,commercial,16,1,7.0,1,4,1.15,5,0
B1738,Pvt Ltd,34,100000,inventory,18631775,1130767,1.37,24.0,7,,9,0,commercial,51,1,3.0,1,1,0.01,12,0
B1739,Pvt Ltd,30,250000,inventory,12794773,833198,1.28,,8,38687.62,2,0,commercial,55,1,4.0,1,3,0.02,23,0
B1740,LLP,110,2500000,equipment purchase,12598297,855076,1.23,40.0,1,12147.6,11,1,commercial,37,1,8.0,1,3,0.2,10,0
B1741,Proprietorship,63,100000,equipment purchase,15707994,1108689,1.18,48.0,11,14040.63,9,0,commercial,5,1,9.0,1,3,0.01,18,0
B1742,Proprietorship,50,100000,equipment purchase,15055330,1428257,0.88,,1,29972.69,1,0,residential,55,1,1.0,1,0,0.01,9,0
B1743,Proprietorship,61,500000,inventory,15687930,984889,1.33,34.0,0,45096.72,14,0,residential,55,0,,1,3,0.03,1,0
B1744,Pvt Ltd,16,2500000,expansion,11519670,873917,1.1,41.0,6,28920.35,7,1,commercial,39,1,0.0,1,4,0.22,19,1
B1745,LLP,40,500000,working capital,6310041,655629,0.8,40.0,10,32447.47,6,0,residential,57,0,7.0,0,1,0.08,7,0
B1746,LLP,56,5000000,expansion,18037120,1554199,0.97,11.0,3,38829.73,6,1,commercial,49,1,8.0,1,0,0.28,14,1
B1747,Pvt Ltd,69,500000,inventory,9984749,714989,1.16,26.0,8,12966.24,2,0,commercial,33,1,9.0,1,1,0.05,8,0
B1748,Pvt Ltd,56,100000,equipment purchase,11924734,1266241,0.78,1.0,5,41361.68,14,0,commercial,35,0,8.0,1,2,0.01,12,0
B1749,Proprietorship,50,5000000,equipment purchase,3491992,246356,1.18,30.0,11,,10,0,commercial,48,0,2.0,1,4,1.43,21,0
B1750,Pvt Ltd,53,250000,working capital,13699051,1419061,0.8,43.0,6,8782.78,8,1,commercial,54,0,4.0,1,0,0.02,22,0
B1751,LLP,13,250000,working capital,19205553,1817264,0.88,18.0,12,,8,0,commercial,34,1,,1,4,0.01,14,0
B1752,Pvt Ltd,69,500000,expansion,13210548,1259749,0.87,26.0,6,12306.56,2,0,commercial,57,0,4.0,0,1,0.04,14,0
B1753,Pvt Ltd,52,250000,expansion,8837388,853517,0.86,47.0,7,11435.68,13,0,commercial,33,1,0.0,0,3,0.03,0,0
B1754,Pvt Ltd,32,100000,working capital,11401481,953868,1.0,9.0,3,14128.16,13,0,commercial,53,1,0.0,0,2,0.01,4,1
B1755,Partnership,26,100000,inventory,19140512,1896102,0.84,,2,,13,0,coworking,39,1,3.0,0,4,0.01,14,0
B1756,Proprietorship,75,250000,expansion,4419144,442546,0.83,1.0,2,33385.09,13,0,commercial,10,1,6.0,1,2,0.06,21,0
B1757,Partnership,31,1000000,equipment purchase,11043086,843224,1.09,7.0,9,28999.59,2,0,virtual office,3,1,6.0,1,1,0.09,13,0
B1758,LLP,113,500000,equipment purchase,15146038,1186700,1.06,44.0,7,32422.09,11,0,commercial,50,0,6.0,1,4,0.03,5,0
B1759,Pvt Ltd,86,5000000,inventory,16302950,1675473,0.81,42.0,11,17186.24,9,0,commercial,29,0,5.0,1,3,0.31,5,0
B1760,LLP,63,250000,working capital,19617783,1659071,0.99,16.0,12,,12,0,coworking,35,1,0.0,1,2,0.01,22,0
B1761,LLP,111,250000,expansion,4040765,410867,0.82,38.0,2,6480.44,14,0,virtual office,31,1,2.0,1,0,0.06,19,1
B1762,Proprietorship,68,100000,equipment purchase,14706113,1318723,0.93,,7,28556.84,4,0,commercial,39,1,4.0,1,1,0.01,4,0
B1763,Pvt Ltd,119,100000,working capital,11173220,983374,0.95,25.0,1,13772.65,4,0,commercial,15,1,,0,4,0.01,21,0
B1764,LLP,117,250000,expansion,5027781,301075,1.39,,4,26380.5,4,0,commercial,1,0,3.0,1,0,0.05,8,0
B1765,Pvt Ltd,43,1000000,inventory,7880889,569221,1.15,19.0,4,16181.86,5,0,virtual office,56,1,8.0,0,3,0.13,19,0
B1766,Pvt Ltd,13,2500000,equipment purchase,19163996,1598971,1.0,18.0,6,39525.59,10,0,commercial,19,0,,1,3,0.13,19,0
B1767,Proprietorship,35,5000000,inventory,5409334,474394,0.95,47.0,4,44563.59,12,0,residential,37,1,8.0,1,2,0.92,6,1
B1768,LLP,86,250000,inventory,595856,53540,0.93,29.0,8,37129.06,12,0,residential,58,1,6.0,0,1,0.42,15,0
B1769,Pvt Ltd,40,2500000,inventory,11410237,1074210,0.89,16.0,2,8779.19,8,0,commercial,27,0,9.0,1,4,0.22,16,0
B1770,Pvt Ltd,21,250000,expansion,8552546,779521,0.91,46.0,8,13743.34,4,0,residential,21,1,2.0,1,0,0.03,22,0
B1771,LLP,30,100000,inventory,18069755,1820747,0.83,40.0,0,45967.9,3,1,residential,54,1,9.0,0,4,0.01,7,1
B1772,Proprietorship,103,2500000,expansion,19016420,1390230,1.14,,2,21861.01,11,0,commercial,7,0,,1,0,0.13,17,0
B1773,Proprietorship,61,500000,expansion,10362008,936848,0.92,,3,47059.02,1,0,commercial,43,0,8.0,0,1,0.05,19,0
B1774,Partnership,107,100000,inventory,14562397,886723,1.37,6.0,5,19622.58,2,0,virtual office,33,1,0.0,1,3,0.01,12,0
B1775,Proprietorship,58,250000,inventory,11766745,968907,1.01,45.0,9,47588.73,4,0,commercial,54,0,2.0,1,3,0.02,13,0
B1776,Pvt Ltd,116,250000,working capital,3335512,239272,1.16,45.0,7,46286.95,9,0,residential,2,1,3.0,1,4,0.07,3,0
B1777,LLP,64,1000000,equipment purchase,17925647,1387045,1.08,30.0,6,33026.34,14,0,commercial,14,1,,0,4,0.06,9,1
B1778,LLP,53,500000,working capital,12268165,933196,1.1,44.0,7,441.35,1,0,commercial,42,1,,1,2,0.04,9,1
B1779,Pvt Ltd,58,5000000,equipment purchase,1305064,80072,1.36,34.0,5,20016.73,6,0,coworking,3,1,3.0,1,0,3.83,5,1
B1780,Proprietorship,24,100000,equipment purchase,17551460,1433350,1.02,21.0,5,45561.76,6,1,commercial,14,0,9.0,1,2,0.01,6,1
B1781,Pvt Ltd,115,250000,working capital,12344410,1333996,0.77,12.0,5,,10,0,commercial,5,1,7.0,1,0,0.02,6,0
B1782,Partnership,76,500000,working capital,13018701,954012,1.14,49.0,2,9369.39,3,0,residential,17,1,0.0,1,1,0.04,3,0
B1783,LLP,115,500000,equipment purchase,2805129,266881,0.88,6.0,9,19959.12,10,0,residential,39,1,,1,4,0.18,18,0
B1784,LLP,56,250000,equipment purchase,9357700,802167,0.97,,3,41775.5,9,0,commercial,1,1,9.0,0,0,0.03,19,0
B1785,LLP,14,1000000,equipment purchase,17356160,1294675,1.12,6.0,10,28893.89,14,0,virtual office,56,1,9.0,1,3,0.06,8,1
B1786,Proprietorship,83,2500000,expansion,11429816,717948,1.33,4.0,5,42364.96,10,0,commercial,43,1,5.0,1,1,0.22,22,0
B1787,LLP,68,2500000,equipment purchase,10874057,751682,1.21,9.0,12,41328.37,11,0,residential,28,0,,0,3,0.23,18,0
B1788,LLP,119,1000000,inventory,19261756,1876596,0.86,5.0,6,45374.1,1,0,commercial,38,0,7.0,1,1,0.05,15,0
B1789,Pvt Ltd,69,2500000,inventory,8461240,611615,1.15,10.0,2,5861.03,2,0,commercial,48,1,6.0,1,0,0.3,2,0
B1790,LLP,104,500000,inventory,14698138,963440,1.27,47.0,3,7260.76,4,0,virtual office,59,1,4.0,1,3,0.03,4,1
B1791,Pvt Ltd,103,1000000,working capital,9933341,743989,1.11,8.0,5,4140.45,4,0,residential,14,1,1.0,1,0,0.1,23,0
B1792,Proprietorship,53,250000,working capital,8730798,764254,0.95,23.0,0,46763.44,2,0,residential,17,1,4.0,1,2,0.03,4,0
B1793,LLP,26,250000,working capital,19002147,1776824,0.89,4.0,10,23758.12,10,0,commercial,15,1,,0,1,0.01,5,0
